,id,gpt-4o-mini_translate
9463,223944,Ensure that freelance interpreters' fees also reflect the interpreters' competence and experience.
9464,223951,"Implement the necessary strengthening of the interpreting service for individuals with hearing impairments, the deaf, and the deafblind to ensure an effective and professionally competent interpreting service that continues to be funded under the National Insurance Act, including ensuring an adequate level of authority within Nav Assistance and Adaptation to ensure that the interpreting service provides the right interpreter at the right time, whether it concerns sign language interpreting, written interpreting, or interpreting-guiding for the deafblind according to the National Insurance Act."
9465,223962,"Equalize sign language interpreters, written interpreters, and interpreting guides, regardless of whether they are employed by Nav or are freelancers, in terms of salary and working conditions."
9466,223983,"Ensure adequate funding in the national budget so that the right to sign language interpreters, written interpreters, and interpreter escorts is secured in accordance with the intentions of the National Insurance Act."
9467,223377,Ensure that artist grants paid out by public actors are disbursed as salaries with full social rights.
9468,223378,Introduce a system where artist grants are regulated so that they receive at least the same increase as the framework in the state wage settlement. State artist grants should always be at least 50% of the median annual income.
9469,223379,Establish a goal to increase the number of artist grant positions by 100 each year over the next four years.
9470,2233710,Look at how a collective agreement for the Cultural School Bag can be introduced in all counties and return to the Storting in an appropriate manner.
9471,223386,Ensure a review of the scheme for state grants and guaranteed income for artists with a view to phasing out the scheme.
9472,223394,Ensure the continuation of the Musician Alliance.
9473,223395,"Ensure a good development for the Sami scholarships, on par with the other artist scholarships."
9474,223403,Promote a proposal to amend the Working Environment Act § 14-9 second paragraph so that agreements on temporary employment can be made with artistic personnel and leaders within the cultural sector in connection with the performance of artistic work.
9475,223412,Consider establishing a specialized Nav unit with expertise in combination incomes and the specific challenges of the artist economy.
9476,223421,Come back to the Parliament with a review of how the Working Environment Act aligns with the needs of the cultural sector and what consequences arise from the government's tightening of the law.
9477,223430,Continue the current arrangement where the final decision on the allocation of scholarship quotas related to the State Artist Grant is made by the Ministry of Culture and Equality.
9478,223480,"To involve the Data Protection Authority in the work on the regulation regarding DNS blocking, as well as to give particular weight to the Data Protection Authority's concerns related to privacy and freedom of information, which should be addressed in the final regulation."
9479,223502,"Come back to the Parliament in the revised national budget for 2024 with a proposal to make the value-added tax compensation scheme for voluntary organizations rule-based, with ongoing application deadlines and compensation payments throughout the year."
9480,223513,"Ensure a swift consultation process regarding the regulatory framework for the VAT compensation scheme for voluntary organizations, with the aim of implementing the regulatory framework in the state budget for 2025. The Parliament requests the government to follow up on other adjustments to the scheme, including the follow-up of the EY report, in a separate process."
9481,223521,Ensure necessary changes to the VAT regulations and propose rule-based VAT compensation for the voluntary sector in connection with the state budget for 2025.
9482,224185,"Prohibit all logging of remaining old-growth forest/natural forest in Norway, map all old-growth forest/natural forest by 2025, and ensure that all old-growth forest/natural forest in Norway is formally protected by 2030. The definition of old-growth forest/natural forest used must correspond to the EU's Commission Guidelines for Defining, Mapping, Monitoring, and Strictly Protecting EU Primary and Old-Growth Forests."
9483,224194,"Prohibit all clear-cutting of remaining old-growth forests in Norway, defined as forests that have not been clear-cut, and ensure that the most important old-growth forests for biodiversity are formally protected by 2030."
9484,224201,Engage in dialogue with the forestry sector to establish a system to prevent logging in valuable natural forests while the mapping of natural forests is ongoing.
9485,224202,"Promote proposals for necessary legislative changes and amend regulations to introduce an application requirement for all clear-cutting, so that this can be assessed under the Nature Diversity Act Chapter II."
9486,224203,Present measures that ensure that the management of at least 30% of Norwegian forests is in accordance with the goals of the Kunming-Montreal agreement regarding the effective conservation of at least 30% of Norwegian forest nature.
9487,224222,Set requirements through the extraction and production permits for operators on the continental shelf to reduce emissions by 70% by 2030 through changes in activity levels or the use of carbon capture and storage.
9488,224231,"Not renewing the extraction licenses for the oil fields Draugen, Brage, Ula, and Statfjord."
9489,224253,"Present a plan with the goal of shutting down the Brage field as soon as possible, and no later than the end of 2027."
9490,224254,"Present a plan with the goal of shutting down the Draugen field as soon as possible, and no later than the end of 2027."
9491,224255,"Present a plan with the goal of shutting down the Statfjord field as soon as possible, and no later than the end of 2027."
9492,224256,"Present a plan with the goal of shutting down the Ula field as soon as possible, and no later than the end of 2027."
9493,224262,"Increase the threshold for the use of four-lane highways from an annual average daily traffic (AADT) of 12,000 vehicles to 15,000 vehicles."
9494,224281,Revoke the approval of the Norwegian Public Roads Administration's proposal for a revised road standard.
9495,224003,Promote a proposal to abolish the offset rule for married and cohabiting pensioners.
9496,224004,Promote a proposal that retirees should be able to choose to withdraw the portion of their accumulated pension wealth that exceeds the guaranteed pension level as a lump sum payment.
9497,224009,Promote a proposal to remove the age limit of 75 years for earning pension rights.
9498,224016,Promote a proposal for a separate hardship arrangement in the pension system.
9499,224017,Promote a proposal that the minimum benefits of the pension system should be at the level of the EU's poverty line (EU60).
9500,224018,Promote a proposal that the minimum benefits of the pension system should be adjusted according to wage development and not be specific to each cohort.
9501,2240110,Promote a proposal for full protection of disability pensions from the effects of life expectancy adjustments.
9502,224022,Promote proposals for better framework conditions for individual pension savings.
9503,224031,Conduct an evaluation of the pension system every parliamentary term in connection with the perspective report.
9504,224170,Investigate and present proposals for special regulations that provide a tax exemption for the sale of surplus electricity from private homes.
9505,2242922,"Include the work against violence in close relationships and the protection of women in emergency plans, ensuring that this has a central place in future crisis management."
9506,2243016,"Expand the use of local emergency stockpiles, including ensuring that all hospitals, both existing and new constructions, have space to maintain emergency stockpiles."
9507,2243017,"Establish a state-owned company, StatMed, that will contribute to the production of pharmaceuticals in Norway and collaborate with the rest of the pharmaceutical industry and the public healthcare system on national development and production of medications."
9508,2243018,"Establish R&D collaboration with the pharmaceutical industry, where the public healthcare system can access medications at acceptable prices when the drugs are developed based on publicly funded studies."
9509,2243020,Promote proposals for a ban on parallel exports of pharmaceuticals and medical equipment from emergency stockpiles.
9510,2243121,"Investigate new incentive schemes for the development and production of antibiotics, based on experiences with such schemes in Sweden and the United Kingdom, and present proposals for these incentive schemes to the Parliament in an appropriate manner."
9511,2243219,Follow up on decisions 963 and 964 from the 2020–2021 session and report back to the Parliament in an appropriate manner.
9512,2243315,"Ensure that the hiring from commercial staffing agencies in healthcare institutions is replaced with strengthened core staffing, and that all healthcare institutions implement arrangements with their own pool of temporary staff/staffing units, with permanently employed temporary workers, aimed at meeting the staffing needs of the healthcare institution."
9513,2243410,"Increase the educational capacity for healthcare personnel, including doctors, nurses, and other essential staff, to meet future health challenges."
9514,2243412,"Intensify efforts on preventive measures, including information campaigns, vaccination programs, and measures to reduce the spread of infection."
9515,2243414,"Increase investments in research and development in health preparedness, including research on new treatment methods and the development of better diagnostic tools."
9516,2243511,"Strengthen the collaboration and coordination between various actors in the healthcare system, such as hospitals, municipalities, general practitioners, and other health services, for better interaction and effective response in emergency situations."
9517,2243513,"Develop and maintain updated and realistic emergency plans at the national, regional, and local levels, with clear divisions of responsibility and communication routines."
9518,224369,"Establish and strengthen national arrangements to ensure the production of protective equipment and necessary medications in Norway, in order to reduce dependence on international supply chains and ensure stable access in times of crisis."
9519,224377,"To ensure adequate staffing and resources in the healthcare system, including recruiting and hiring more healthcare personnel and increasing capacity in hospitals and health clinics."
9520,224388,"Intensify and formalize collaboration with voluntary health preparedness organizations such as the Red Cross, Norwegian People's Aid, and the Norwegian Women's Public Health Association to expand and strengthen national health preparedness."
9521,224396,Introduce a national escalation plan to increase intensive care capacity in healthcare institutions.
9522,224405,Revise the National Strategy for Voluntary Work in the Health and Care Sector (2015–2020) in collaboration with Voluntary Norway and KS. The contribution of volunteering during health crises must also be part of the revision.
9523,224414,Establish a new national antibiotic strategy.
9524,224423,To increase the number of intensive care beds across the country to strengthen emergency preparedness and ensure that the healthcare system is better equipped to handle major health crises.
9525,224432,"Ensure that the role of volunteers in health preparedness is strengthened, and that volunteer organizations are integrated into planning and exercises."
9526,224441,Strengthen and expand Nordic cooperation on the production and storage of pharmaceuticals and infection control equipment in the Nordic region.
9527,224471,"Abolish the use of private health insurance in state-owned companies, and actively use ownership to prevent a two-tier healthcare system."
9528,224472,Introduce a sales tax on private health insurance to strengthen the public healthcare system.
9529,224561,"Promote a bill for the establishment of asylum reception centers abroad similar to the Danish bill L 226 (2021–2022), passed in the Folketing on June 3, 2021, or similar models from other European countries."
9530,224562,"Enter into a collaboration with Denmark, the United Kingdom, and/or Italy with the aim of establishing a joint solution for asylum reception abroad."
9531,224581,"Come back to the Parliament with concrete proposals for tightening immigration policies, including proposals for restrictions on family reunification, which can be implemented quickly if necessary."
9532,224582,Engage in negotiations aimed at reaching agreements with third countries that ensure protection for individuals with a genuine need for protection.
9533,224583,Investigate a system where Norway provides protection to vulnerable individuals in need of protection by funding their relocation to safe third countries.
9534,224584,"Conduct a review of the areas in immigration that differ from other comparable countries, such as those in the Nordic region and Europe, and report back to the Parliament in an appropriate manner. Both the conditions for residence in the individual countries as well as benefits or other factors that may make Norway more attractive than other countries should be examined."
9535,224590,Prepare a public evaluation of the consequences of the Schengen Agreement.
9536,224611,"Come back to the Parliament with a proposal to raise the income limit for individuals receiving care benefits, before the care benefits are reduced, to correspond to the current income limit for disability benefits, which is currently 0.4 G. The income limit applies for each calendar year and is adjusted based on changes in the basic amount of the National Insurance Scheme."
9537,224612,"Come back to the Parliament with a proposal to amend the National Insurance Act so that everyone who receives care benefits in cases where a child dies can retain the care benefits for up to three months, regardless of how long they have received care benefits, instead of some only being able to retain care benefits for up to 30 benefit days as is the case today."
9538,224623,"Make the necessary changes to the rules for the care allowance scheme for individuals with developmental disabilities over 18 years old, so that parents can receive care allowance without the child being terminally ill, if the municipalities do not have a good care offer to provide."
9539,224640,"Ensure that war sailors who receive war pensions and who were subjected by the Norwegian state during World War II to activities that posed a direct threat to their own lives and health are provided with the necessary assistance to secure a dignified old age, regardless of whether they are currently Norwegian citizens residing in Norway or have emigrated to other countries."
9540,224690,Abolish the regulation on emission requirements for vehicles in public procurement for road transport.
9541,224710,"Promote a case with the following points for a simpler structure and more competition in addressing the railway's tasks: a. An investigation into whether the tasks of the Norwegian Railway Directorate can be transferred to the Ministry of Transport. b. The establishment of an infrastructure competitor to Bane Nor, including the assessment of creating a permanent railway structure at Nye Veier AS. c. Norwegian trains are given greater financial freedom to procure customer-adapted equipment tailored to the operating concepts of the train companies."
9542,224754,"Contribute to ensuring that the master's program in speech therapy at NTNU receives basic funding from the Ministry of Education and Research, as other speech therapy programs do."
9543,224755,"Come back to the Parliament with a plan for how to ensure and strengthen the future education of speech therapists. This involves: ensuring equal funding for speech therapy education at educational institutions, placing the education in the correct funding category (2), and assessing the need for a five-year education in speech therapy."
9544,224756,"Give Statped a special assignment so that the collaboration between the specialist health service and Statped can be maintained for the voice disorder field. Statped must also be able to receive referrals regarding adults with acquired language and speech difficulties, not only from the school system (PPT or adult education) but also from the healthcare system (including private practicing speech therapists)."
9545,224763,To include speech therapists in the authorization scheme.
9546,224772,Come back to the Parliament with a plan for how to ensure and strengthen the future education of speech therapists.
9547,224781,"Promote a case to the Parliament regarding measures to strengthen speech therapy services in municipalities, and consider speech therapy as a core competence and a legally mandated service."
9548,224811,Make a new assessment of the level of opportunity cost for prioritization decisions at the group level in health and care services.
9549,224812,Price-adjust the current opportunity cost for prioritization decisions in health and care services.
9550,224844,"Propose necessary regulatory changes that lower the threshold for transferring students who have engaged in severe and prolonged bullying to another school, and request that the government obtain an annual report on the use of this measure in schools' efforts to combat bullying and improve safety in the school environment."
9551,224847,To establish a legal right for school staff to access information about students who have a known history of violence or who may otherwise pose a security risk.
9552,224856,Implement preventive measures based on the model from the social agent project in Oslo in schools with specific violence and threat challenges to assist them in their efforts to combat the dramatic situation that some schools are experiencing.
9553,224863,"Suggest changes to the provisions of the Education Act regarding the violation of students (current § 9 A-5) and possibly other necessary changes, so that the legislation does not hinder addressing incidents of violence, bullying, and other unwanted behavior in schools."
9554,224865,"Change the regulations so that students with very problematic behavior can be placed in their own educational programs for the sake of themselves and the learning environment of their peers, similar to the ""skolakuten"" project in Sweden, and request the government to begin the work of developing such a tailored educational offer."
9555,224872,"Consider whether the Penal Code § 265 and § 286, which provide selected professional groups with special protection in their workplace, should be extended to other professional groups in the same workplace, and report back to the Parliament in an appropriate manner."
9556,224881,Develop an action plan with the goal of making the school a safe workplace for teachers and others. The plan should emphasize both prevention and management of situations involving violence and threats.
9557,224910,"Investigate and return to the Storting with a proposal to amend the Nature Diversity Act § 35 regarding national parks to include urban national parks, which are unique or representative ecosystems or landscapes, even if significant natural interventions have occurred in the form of urban development."
9558,2249328,Remove value-added tax on Norwegian-produced fruits and vegetables.
9559,2249330,"Present an overview of the total cost of ensuring income equalization between farmers and other professional groups under different assumptions, including not using a standardization factor before comparison, including investments in land in the calculation of allocations for investments in depreciable capital, and assuming that one full-time equivalent in agriculture amounts to 1,700 hours."
9560,2249429,Develop a scaling instruction to increase the proportion of Norwegian-sourced food in the Armed Forces' procurement.
9561,2249527,Conduct a comprehensive review of the agricultural agreement system and present it to the Storting before the consideration of the agricultural agreement in 2026.
9562,2249620,"Come back to the Parliament with a step-by-step plan to reduce the price reduction scheme for grain, while simultaneously strengthening subsidies that enhance self-sufficiency through drainage, restoration of soil, and agriculture across the country."
9563,2249621,Investigate and return to the Parliament with proposals for changes to the main agreement for agriculture to introduce agricultural negotiations for the current year.
9564,2249715,Propose to lower the quota limit for cow's milk and goat's milk in the agricultural negotiations.
9565,2249716,"Ensure that the escalation of agricultural income opportunities is carried out without increasing the price reduction on grain, and that a professional investigation is conducted to determine the level at which the scheme should be set to achieve the goal of production balance between grain and grass areas."
9566,2249717,"Suggest new production-regulating measures for eggs, pigs, sheep, and cattle to avoid overproduction in the agricultural negotiations of 2024."
9567,2249718,"Add a category for ""Norwegian standard"" in public procurement with criteria that suppliers must be able to document that the products are produced to a certain quality, for example, equivalent to the Quality System in Agriculture (KSL) standard, to make it easier for buyers to write tenders that facilitate Norwegian-produced goods."
9568,2249719,Remove all coordination of the replacement subsidy with other income.
9569,2249722,"Make the following changes to the calculation of average agricultural income proposed in Meld. St.11 (2023–2024): A standardization factor of 20% will not be added in the calculation of average agricultural income for level comparison. For the calculation of average agricultural income for level comparison, it shall be assumed that one full-time equivalent in agriculture is 1,700 hours. For the calculation of average agricultural income for level comparison, the total budget shall include an average return on all equity invested in agriculture that is higher than the interest rate on debt."
9570,2249723,Include investments in land in the calculation of allocations for investments in depreciable capital.
9571,2249825,"Establish the following income target: ""The income gap between agriculture and other groups shall be closed by 2027. The income gap shall be addressed in future agricultural negotiations based on the model for measuring income levels where one full-time equivalent is 1,700 hours, the standardization factor is set at 5 percent, and the allocation for depreciable capital shall be calculated based on invested value and not book value, along with the other conditions outlined in Report No. St. 11 (2023–2024)."""
9572,2249924,"Assume 1,700 hours per full-time equivalent in agriculture when comparing income with other professions."
9573,2250013,Develop a normalization factor based on the model from the Grytten committee.
9574,2250014,Continue to use wages for industrial workers as a benchmark for future calculations of income opportunities in agriculture.
9575,2250110,"Stimulate increased use of roughage and pasture use, and that this should be a guiding principle for the state in agricultural negotiations."
9576,2250111,"Propose a soil package to increase plant production where subsidies for drainage, ditching, and sustainable land use are increased."
9577,2250112,Introduce requirements for origin labeling in large-scale catering and restaurants (HoReCa).
9578,225029,Not using a normalization factor when comparing income in agriculture and other professions.
9579,225037,Ensure that Norway's offensive trade policy interests are given equal weight as agricultural interests in trade policy.
9580,225038,Come back to the Storting with a consequence analysis of how trade policy for agricultural products affects trade in other goods.
9581,225046,"Change the calculation model for self-sufficiency and food security so that Norwegian seafood is also included, including the possibility that imports of input factors for feed in a crisis can be replaced by Norwegian-produced input factors."
9582,225053,"Promote a plan in 2024 to increase the share of Norwegian fruits and vegetables in public procurement, and report back to the Storting in an appropriate manner."
9583,225054,Expand origin labeling to enable consumers to make informed choices.
9584,225055,"Conduct a review of the grain price reduction scheme to assess how the scheme can best encourage less use of concentrated feed and more use of domestically produced roughage, as well as contribute to Norwegian self-sufficiency."
9585,225061,Follow up on its commitments under the agricultural climate agreement to contribute to changing food consumption in the Norwegian population so that this consumption aligns as closely as possible with dietary guidelines.
9586,225070,"Conduct future agricultural settlements based on the model for measuring income levels, with assumptions, limitations, and conditions, as outlined in Meld. St. 11 (2023–2024)."
9587,225080,"Start the work on a public inquiry that can lay the foundation for a parliamentary report on the future food systems, where public health, climate, nature, and agricultural and food policy are interconnected."
9588,225081,Develop concrete emergency plans for a crisis situation that ensures all Norwegians have enough food.
9589,225082,Take the initiative to develop a joint Nordic risk and vulnerability analysis for food supply security.
9590,225083,"Return to the Storting in the spring of 2025 with a plan for more plant-based food, with the goal of strengthening the overall Norwegian plant-based production and increasing the connection between the various links in the value chain."
9591,225090,Review the subsidy system to assess whether the transfers to agriculture lead to a strengthening of Norwegian self-sufficiency and whether more land in Norway is being utilized for food production.
9592,225100,Revise the strategy for organic farming in 2024.
9593,225101,"Investigate and test a plot-based system, or similar, that will contribute to the management of demanding areas."
9594,225110,"Work towards a goal of achieving 50% self-sufficiency, adjusted for feed imports, by 2030."
9595,225120,Establish the following income goal: The income gap between agriculture and other groups should be closed by 2027.
9596,2251331,Ensure that the number of hours per full-time equivalent in agriculture is gradually reduced in equal parts to 1750 hours by 2027.
9597,225140,Emphasize Norway's preparedness potential in the further follow-up of the Total Preparedness Commission's report NOU 2023: 17.
9598,225141,"Ensure that critical societal functions are prioritized during crises so that, among other things, trade and food production can continue as normally as possible during a crisis."
9599,2251611,Promote a proposal to allocate the entire remaining budget for the Nansen program for the current year.
9600,2251710,Take a leading role in the international diplomatic efforts to facilitate a fair and lasting peace in Ukraine in accordance with the UN Charter and the principle that Ukraine should determine its own future.
9601,225189,"Take the initiative with the International Monetary Fund, the World Bank, and other creditor associations to halt demands for payment of Ukrainian state debt and further cancel and restructure the debt."
9602,225198,Ear marked at least 10% of the Nansen program for an application-based grant scheme for the Ukrainian civil society. The grant scheme will provide Ukrainian organizations with opportunities for long-term and predictable frameworks. The projects must have financial frameworks that are large and flexible enough to provide a basis for capacity building and a certain freedom to choose their own priorities.
9603,225207,"Ensure that local civil society organizations, including trade unions, women's organizations, and human rights organizations, are included in the civil support of the Nansen program, and that their interests are safeguarded."
9604,225216,Maintain the customs protection at the current level for the import of Ukrainian agricultural products.
9605,225225,"Establish partnerships with local organizations as a condition for the allocation of humanitarian aid to Ukraine. The partnership should be based on equality, and the local organization should be involved in governance and management. The local partner organization should always be allocated overhead in the same way as the international organization."
9606,225233,Increase the total budget for the Nansen program.
9607,225234,Ensure a significant improvement in the production capacity of the parts of the Norwegian defense industry that produce equipment that Ukraine is in great need of.
9608,225242,Work for full funding of the Czech ammunition initiative.
9609,225251,Accelerate the military support in the Nansen program in connection with the revised national budget for 2024.
9610,225296,"Promote a proposal to amend the Education Act, so that the law establishes that printed textbooks are the central teaching resource in schools, while digital teaching materials are a supplement."
9611,225304,A significant increase in funding for printed textbooks is proposed in the state budget for 2025.
9612,225305,Propose a significant increase in funding for school libraries in the state budget for 2025 to strengthen the role of printed books in education.
9613,225313,"The regulations of the Education Act state that school libraries shall contribute to the students' development of information, language, and reading skills, and help to bridge social, cultural, and digital disparities."
9614,225322,"Present a binding plan for the training of teachers in the use of digital teaching materials in education, both for teacher training programs and further education."
9615,225331,"Impose requirements on kindergarten and school owners to enter into data processing agreements and install Kripos' blocking filter and other filters that effectively block access to games and social media, and that protect children from seriously harmful content and advertising, and prevent the misuse of personal data, on digital devices for children in kindergarten and students in primary school."
9616,225340,Strengthen the work of providing guidance to kindergarten and school owners on compliance with privacy regulations to prevent the misuse of children's and young people's personal data.
9617,225350,Recommend and follow up that kindergarten and school owners install Kripos' blocking filter or consider other filters that effectively block access to unwanted media and content on digital devices used by children in kindergartens and students in primary schools.
9618,225371,"Strengthen oversight and control of hawala operations, with the aim of preventing and reducing the likelihood of violations related to the transfer of cash abroad."
9619,225393,"Initiate a process to simplify the regulations surrounding recreational drone flying, with the aim of limiting the regulations to what is practical, as well as enhancing the understanding of the remaining regulations."
9620,225404,"The announced parliamentary report on drones is cross-departmental and cross-sectoral, so that an updated strategy addresses how drones challenge aviation safety and public safety while facilitating the development of unmanned aviation in Norway. Such development of unmanned aviation should include the entire value chain from research and production of drones, appropriate regulatory development, and safe aviation across both military and civilian sectors."
9621,225430,"Come back in the revised state budget for 2024 with a funding proposal for the improvement of the Veibust intersection on E39 in Sula municipality, with the aim of ensuring the fastest possible start of construction for the project."
9622,2255820,"Ensure that the district policy intentions of the Marine Resources Act and the Participant Act are implemented in practice, and promote necessary proposals to allocate a certain percentage of the total allowable catch (TAC) of all fish species to non-marketable district quotas, which are allocated by the Directorate of Fisheries and managed by the fishing-dependent municipalities. The government submits an annual accounting and budget report to the Parliament regarding the results of the quota distribution in accordance with the purpose of the Marine Resources Act."
9623,2255917,"Ensure that the allocation to third country quotas is taken from the deep-sea fishing fleet, not from the top."
9624,2255918,Ensure that the third country quota is distributed in accordance with the current quota distribution among the vessel groups.
9625,2255919,Ensure that the open group is allocated a minimum of 6.62% of the Norwegian cod quota.
9626,2256016,Phase out the CO2 compensation scheme for the deep-sea fishing fleet by 2030.
9627,2256115,"Reintroduce the meter limit between the coastal and deep-sea fishing fleets, where the actual length of 28 meters is the starting point, and return to the Parliament with a specification of the consequences for, among other things, quota rights and allocation of fishing areas."
9628,225631,"Present a plan with binding goals and measures to make the fishing industry, including vessels in the aquaculture sector, a part of the national effort to reduce national greenhouse gas emissions by 55% by 2030."
9629,225632,Present a message to the Storting regarding a precautionary-based Norwegian fisheries management in light of ongoing ecosystem changes due to global warming and the altered security political conditions in the Arctic.
9630,225633,"Ensure that Enova's program ""Battery in Zero-Emission Vessels"" is adapted for fishing vessels under 15 meters in length, or establish a corresponding program for this group of vessels."
9631,225640,"Introduce ownership restrictions in coastal fishing for cod, haddock, and saithe north of 62 degrees north, so that an owner and minority owner through a person, company, or association can own a maximum of 1.5% of the relevant group quota."
9632,225641,Reintroduce the length of entitlement as a grouping of the quota basis for the coastal fishing fleet.
9633,225642,"Distribute the structural gain that occurs when time-limited structural quotas expire with full effect on basic quotas and half effect on remaining structural quotas (model X), according to the original duration of the entitlement."
9634,225643,"Prioritize affected fleet groups according to the agreement of April 19, 2024, between the Labour Party, the Conservative Party, the Centre Party, the Progress Party, the Liberal Party, and the Christian Democratic Party this year, where unused third-country quotas are returned to the national quota."
9635,225650,"Introduce ownership restrictions in coastal fishing for species other than cod, haddock, and saithe north of 62 degrees north in accordance with Meld. St. 7 (2023–2024)."
9636,225651,"Develop specific rules in connection with the introduction of ownership restrictions for the coastal group, which among other things ensures that those who exceeded the deadline for the submission of Meld. St. 7 (2023–2024) can retain their ownership share with necessary flexibility. The rules should also include time limits on how long one can have a reduced share before it is applied as a new maximum limit."
9637,225652,Reintroduce the dynamic trawl ladder in the distribution of the quota for cod north of 62 degrees north.
9638,225653,"Conduct a review of the purpose of the open group in fisheries, and assess the structure and measures that contribute more effectively to ensuring that the open group functions as intended, and report back to the Parliament in an appropriate manner."
9639,225654,Reintroduce the dynamic quota allocation mechanism (the herring ladder) for Norwegian spring-spawning herring.
9640,225660,"Conduct a new assessment of the charter vessel scheme with the aim of making it better and simpler in order to promote the development and construction of new and more environmentally friendly vessels, including taking into account different vessel classes."
9641,225661,"Consider whether the current structure quota system should be changed or adapted to facilitate value creation and green transition, and to ensure that it takes into account the importance of the fishing fleet for employment and settlement in coastal communities."
9642,225670,"Establish a merger scheme for vessels under 11 meters in length, where the owner of two vessels that fish for cod, haddock, and saithe north of 62 degrees north is granted permission to merge the quota basis for the two vessels and fish the combined quota on one vessel, and develop further regulations for the use of the scheme, including activity requirements."
9643,225671,Investigate and assess the introduction of a merger scheme that also includes vessels fishing in pelagic fisheries under 11 meters in length (13 meters for mackerel fishing with coastal nets).
9644,225680,"Ensure that the open group’s share of cod is taken from the top as an allocation of the Norwegian total quota, and that the share is set at 6.62%."
9645,225690,"Request the sales teams to make their boards more representative and include a broader range of expertise to take into account the interests of the entire value chain, and that such members should constitute at least 25% of the board."
9646,225692,Introduce annual expectation letters in the dialogue with the fish sales associations.
9647,225717,"Promote a proposal to introduce an environmental flexibility scheme that allows for an increase in production within existing aquaculture licenses if the increase occurs through the conversion of open cages to production technology that ensures zero escapes, zero discharge of salmon lice eggs and/or salmon lice larvae, and waste collection."
9648,225718,Establish scientifically based upper limits for mortality in the sea phase that ensure compliance with animal welfare legislation for all farmed fish.
9649,225725,Introduce a requirement for the aquaculture industry to reduce the maximum allowed biomass (MTB) when mortality in the sea phase exceeds 5%.
9650,225726,"Promote proposals to change the structure of the production tax on fish in a way that rewards more sustainable practices, for example by converting parts of the tax into a graded environmental tax that rewards low emissions, zero escape rates, and zero discharge of lice eggs/larvae."
9651,225732,"Investigate and implement a system that ensures that sludge from the aquaculture industry is collected and utilized as a resource for business development and production, and report back to the Parliament in an appropriate manner."
9652,225733,Promote proposals to only allow land-based aquaculture on already developed areas to avoid land-based aquaculture leading to the destruction of nature.
9653,225734,"Promote a proposal for a moratorium on cod farming until it is clarified whether cod farming is ecologically acceptable in areas with local wild cod, and until technology that genuinely guarantees against escape, spawning in cages, and the exchange of parasites and diseases with wild cod is potentially implemented."
9654,225741,"Promote proposals to structure the Aquaculture Fund in a way that provides municipalities with income from aquaculture, while simultaneously ensuring a swift transition to sustainable operating practices with the goal of zero lice, zero escapes, and zero emissions."
9655,225750,Consider whether it is appropriate to set a scientifically based limit for mortality in the marine phase given the industry's complex biology and vulnerable locations.
9656,225760,"Promote a proposal for a technology-neutral environmental flexibility scheme that addresses the recommendations from the Aquaculture Committee (NOU 2023:23). The Parliament requests the government to base the work on a technology-neutral environmental flexibility scheme for aquaculture on the following principles: The scheme must be technology-neutral to ensure development and innovation. The scheme must contribute to reducing the industry's environmental footprint. The scheme must help reduce the lice pressure on both farmed and wild fish. The scheme should, through incentives, ensure the use of low- and zero-emission technology in areas where it is necessary to reduce emissions. The scheme should encompass all existing and future permits. The scheme should be applicable to the production volume that has been withdrawn due to a red traffic light in a production area. In such cases, it will not be possible to convert back to traditional technology until this volume has been reallocated as a result of a green traffic light. This must be done in accordance with the intention behind the traffic light system."
9657,225774,"Promote proposals for necessary changes so that the arrangement with a market regulator in agriculture is abolished, and that existing target price models are removed in a way that ensures trust in the value chain and fair competition conditions."
9658,225791,"Review and evaluate existing regulations related to market regulators to ensure that competition is not unnecessarily restricted, or that it does not hinder new entrants from entering the market."
9659,225792,"Ensure a more independent market regulation by transferring the expertise for market regulation that TINE, Felleskjøpet, and Nortura currently have to the Agricultural Directorate."
9660,225793,Dismantle the market regulation on eggs and instead facilitate a transition to contract production similar to that of chicken.
9661,225452,Change the tendering process and awarding of contracts for the operation of asylum reception centers to better facilitate private non-profit actors and municipal operators instead of private commercial actors.
9662,225461,"Promote a proposal for a compensation scheme that covers all additional costs incurred by municipalities acting as host municipalities for asylum reception centers, so that municipalities do not suffer financial losses."
9663,225483,"Ensure that each municipality, through political processes, has the right to veto questions regarding the establishment of asylum reception centers within its borders."
9664,225497,"Introduce a proportionality assessment in cases concerning the revocation of residence permits under the Immigration Act § 63, so that residence permits should, as a general rule, not be revoked in cases where the foreign national was a child at the time the incorrect information was provided by the child's caregivers."
9665,225498,"Promote a proposal to amend the Immigration Act § 70 regarding the requirement for proportionality in cases of expulsion under §§ 66-68, so that a foreign national shall, as a general rule, not be expelled on the grounds that incorrect or misleading information has been provided about the person's stay in the kingdom, if the foreign national was a child at the time this information was given by the child's caregivers."
9666,225499,"Promote a proposal to introduce a provision in the Immigration Act Chapter 1 regarding the best interests of the child, stating that children, as a general rule, should not be held accountable for what their parents/adult caregivers have informed the immigration authorities in their case. This will also apply in cases where the information has been repeated after the child has become an adult, which could have consequences for the caregiver who provided the information the first time when the foreign national was a child and under their care."
